context_recall,faithfulness,semantic_similarity,answer_correctness
1.0,1.0,0.6934982396828553,0.3876602742064281
1.0,0.6666666666666666,0.7454780616505791,0.48636951541264484
1.0,1.0,0.6532136584761581,0.16330341461903952
1.0,0.6666666666666666,0.7453149085681003,0.48632872714202513
1.0,1.0,0.7202027814572681,0.4800506953643171
1.0,1.0,0.6781199398322867,0.16952998495807167
1.0,0.9090909090909091,0.6366809020422153,0.15917022551055382
1.0,0.6666666666666666,0.7682545634948,0.4920636408737
1.0,1.0,0.7193291406931531,0.9298322851732883
1.0,0.6666666666666666,0.7537409179337191,0.9384352294834297
1.0,0.5,0.756130144219664,0.564032536054916
1.0,1.0,0.7203551236966306,0.5550887809241576
1.0,1.0,0.6988183517423386,0.17470458793558466
1.0,0.6666666666666666,0.7658828039891421,0.49147070099728557
1.0,1.0,0.8115849293284754,0.5028962323321189
1.0,1.0,0.9629596327326095,0.7407399081831524
1.0,1.0,0.9403166361061059,0.4850791590265265
1.0,1.0,0.9422837691042053,0.9855709422760514
1.0,N/A,0.9847858803842598,0.846196470096065
1.0,1.0,1.0,1.0
0.0,1.0,0.8954020644260503,0.22385051610651258
1.0,1.0,0.9176580839688842,0.604414520992221
1.0,1.0,0.944895579166927,0.6647953233631604
1.0,1.0,0.9598076402163981,0.6149519100540995
1.0,0.7142857142857143,0.9394912487472884,0.6098728121868221
1.0,1.0,0.9471067556503608,0.6117766889125902
1.0,1.0,0.8634168450465387,0.5491875445949681
0.0,0.6666666666666666,0.898807912682043,0.5247019781705108
1.0,1.0,0.7009677093556412,0.4252419273389103
1.0,1.0,0.7974902000818272,0.9493725500204568
1.0,0.7692307692307693,0.6543741229893172,0.1635935307473293
1.0,1.0,0.9445030706556268,0.6111257676639067
1.0,1.0,0.8511463739300063,0.48551386620977427
1.0,1.0,0.9754781662451282,0.743869541561282
1.0,1.0,0.9573257663377985,0.560760013013021
1.0,1.0,0.9156025034770223,0.7289006258692556
1.0,1.0,0.891716637364209,0.7683837047955977
0.0,0.5,0.8769492017890071,0.2192373004472518
0.0,0.75,0.8238631512692351,0.2059657878173088
1.0,1.0,0.881462539475526,0.8453656348688815
1.0,1.0,0.9607506095944263,0.6492785614895156
1.0,1.0,0.9559383349656286,0.7389845837414072
1.0,1.0,0.9686566730389468,0.7421641682597366
1.0,1.0,0.862133234504592,0.515533308626148
1.0,1.0,0.9130032676856128,0.6568222454928319
1.0,0.75,0.8532332840822785,0.4633083210205696
1.0,1.0,0.8941300424627572,0.7860325106156891
1.0,1.0,0.9056737049944916,0.8692755691057656
1.0,1.0,0.9462825401991184,0.8365706350497797
1.0,1.0,0.9671760048582553,0.6508849103054729
1.0,1.0,0.858891733698047,0.7147229334245118
1.0,1.0,0.9214813476416623,0.5765241830642618
1.0,1.0,0.8805327179528717,0.4701331794882179
1.0,1.0,0.9047486613244166,0.3928538319977708
1.0,1.0,0.9087302757263802,0.49990984165886776
1.0,1.0,0.860755486366743,0.7776888715916856
1.0,1.0,0.9289996013128508,0.7322499003282127
1.0,1.0,0.8658547872792647,0.33184831220443156
1.0,1.0,0.8648368315289753,0.5162092078822439
1.0,1.0,0.8323406832351296,0.7535397162633278
1.0,1.0,0.8751855551950635,0.7437963887987659
1.0,1.0,0.6590615944471947,0.16476539861179867
1.0,0.75,0.6936189839184632,0.4234047459796158
1.0,1.0,0.9116022803064485,0.6029005700766121
1.0,1.0,0.9201830727885053,0.5300457681971263
1.0,1.0,1.0000000000000002,1.0
1.0,1.0,1.0000000000000004,1.0
0.6666666666666666,1.0,0.9532696799530216,0.3633174199882554
0.0,0.6666666666666666,0.8639256271746413,0.21598140679366032
1.0,1.0,0.9711741114644137,0.7427935278661034
1.0,1.0,1.0,1.0
1.0,1.0,0.9663807787656801,0.61659519469142
1.0,1.0,0.9781856465815628,0.9945464116453907
1.0,1.0,0.9888149562871751,0.9138704057384606
1.0,1.0,0.9830127159502943,0.8886103218447163
1.0,1.0,0.9325554274820187,0.7331388568705046
1.0,1.0,0.9173909074788534,0.5507762982982848
1.0,1.0,0.8837441771959691,0.8209360442989924
0.0,0.6666666666666666,0.8344884980446929,0.20862212451117323
1.0,1.0,0.9276416439587785,0.5780642571435408
1.0,1.0,0.9940540235863822,0.9985135058965955
1.0,1.0,0.9201424616919238,0.39670228208964764
1.0,1.0,0.9538696378621936,0.8384674094655484
1.0,1.0,0.9334827634066677,0.608370690851667
1.0,1.0,0.9037547038693148,0.7259386759673288
0.0,1.0,0.8631928058999799,0.48852547420226766
0.5,0.6666666666666666,0.868339903503988,0.6456564044474256
0.0,1.0,0.8886435201279645,0.22216088003199114
1.0,1.0,0.9131687375772954,0.7737467298488693
1.0,1.0,0.6680277975463047,0.16700694938657618
1.0,1.0,0.728264788717756,0.5570661971794391
1.0,1.0,0.7185982742637972,0.1796495685659493
1.0,0.0,0.9656238713770914,0.9914059678442728
1.0,1.0,1.0,1.0
1.0,1.0,0.8962682590858818,0.4383527790571847
1.0,1.0,0.9262042536962815,0.6601224919954989
1.0,1.0,0.9244288248533079,0.8311072062133271
1.0,1.0,0.9230567877382099,0.48076419693455247
1.0,1.0,0.9536490895857574,0.7384122723964394
1.0,1.0,0.9199911807901558,0.6585692237689675
1.0,0.6666666666666666,0.8136833500128193,0.5784208375032048
1.0,1.0,0.8727974093449464,0.5931993523362367
1.0,1.0,0.8562543493852016,0.5890635873463004
1.0,1.0,0.8947937739771695,0.5236984434942924
1.0,1.0,0.6735796024349473,0.16839490060873682
1.0,1.0,0.9603667235625024,0.6150916808906256
1.0,1.0,0.7940476264595392,0.1985119066148848
1.0,1.0,0.9658513998611191,0.3914628499652798
1.0,1.0,0.9621691388387374,0.6155422847096843
1.0,1.0,0.9238669129874018,0.6059667282468504
1.0,1.0,0.9488128467503016,0.7372032116875754
1.0,1.0,0.9912224389487613,0.7478056097371903
1.0,1.0,0.9644040130032916,0.741101003250823
1.0,1.0,1.0000000000000004,1.0
1.0,1.0,0.9556884257420319,0.613922106435508
1.0,1.0,0.91360870197655,0.9784021754941374
